"id","title","author_id","author_name","work_id","average_rating","ratings_count","text_reviews_count","rating_5_count","rating_4_count","rating_3_count","rating_2_count","rating_1_count","description","num_pages","publication_date","original_publication_date","isbn","isbn13","format","image_url","publisher","series_id","series_name","language","shelves","edition_order"
"3","Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","1077326","J.K. Rowling","4640799","4.48","7377351","116930","4801606","1681521","623286","145898","125040","Harry Potter's life is miserable. His parents are dead and he's stuck with his heartless relatives, who force him to live in a tiny closet under the stairs. But his fortune changes when he receives a letter that tells him the truth about himself: he's a wizard. A mysterious visitor rescues him from his relatives and takes him to his new home, Hogwarts School of Witchcraft and Wizardry.<br /><br />After a lifetime of bottling up his magical powers, Harry finally feels like a normal kid. But even within the Wizarding community, he is special. He is the boy who lived: the only person to have ever survived a killing curse inflicted by the evil Lord Voldemort, who launched a brutal takeover of the Wizarding world, only to vanish after failing to kill Harry.<br /><br />Though Harry's first year at Hogwarts is the best of his life, not everything is perfect. There is a dangerous secret object hidden within the castle walls, and Harry believes it's his responsibility to prevent it from falling into evil hands. But doing so will bring him into contact with forces more terrifying than he ever could have imagined.<br /><br />Full of sympathetic characters, wildly imaginative situations, and countless exciting details, the first installment in the series assembles an unforgettable magical world and sets the stage for many high-stakes adventures to come.","309","2003-11-01","1997-06-26",,,"Hardcover","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022l/3._SX98_.jpg","Scholastic Inc","45175","Harry Potter","eng","[{name=fantasy, count=63540}, {name=favorites, count=57260}, {name=to-read, count=20889}, {name=fiction, count=18715}, {name=young-adult, count=18694}, {name=harry-potter, count=11877}, {name=books-i-own, count=10142}, {name=ya, count=7024}, {name=series, count=6225}, {name=favourites, count=6218}, {name=magic, count=5169}, {name=childrens, count=4848}, {name=re-read, count=4047}, {name=middle-grade, count=3475}, {name=adventure, count=3113}, {name=children, count=3082}, {name=classics, count=2861}, {name=owned-books, count=2817}, {name=audiobook, count=2739}, {name=audiobooks, count=2564}, {name=reread, count=2396}, {name=childhood, count=2328}, {name=children-s, count=2226}, {name=currently-reading, count=2058}, {name=all-time-favorites, count=1944}, {name=my-books, count=1806}, {name=sci-fi-fantasy, count=1805}, {name=j-k-rowling, count=1771}, {name=5-stars, count=1685}, {name=kids, count=1632}, {name=children-s-books, count=1570}, {name=novels, count=1526}, {name=favorite-books, count=1378}, {name=my-library, count=1352}, {name=default, count=1335}, {name=favorite, count=1254}, {name=audio, count=1189}, {name=ya-fantasy, count=1163}, {name=english, count=1147}, {name=re-reads, count=1143}, {name=i-own, count=1128}, {name=fantasy-sci-fi, count=1121}, {name=books, count=1067}, {name=library, count=1047}, {name=paranormal, count=994}, {name=read-more-than-once, count=989}, {name=read-in-2016, count=964}, {name=read-in-2017, count=918}, {name=read-in-2020, count=915}, {name=urban-fantasy, count=912}, {name=witches, count=906}, {name=read-in-2018, count=870}, {name=mystery, count=837}, {name=childrens-books, count=837}, {name=novel, count=830}, {name=kindle, count=829}, {name=british, count=826}, {name=read-in-2019, count=818}, {name=faves, count=793}, {name=rereads, count=787}, {name=favorite-series, count=752}, {name=teen, count=751}, {name=bookshelf, count=746}, {name=childhood-favorites, count=745}, {name=my-favorites, count=727}, {name=audible, count=719}, {name=read-in-2015, count=718}, {name=ya-fiction, count=714}, {name=audio-books, count=705}, {name=jk-rowling, count=702}, {name=on-my-shelf, count=685}, {name=supernatural, count=676}, {name=kids-books, count=674}, {name=my-bookshelf, count=673}, {name=read-in-english, count=664}, {name=ebook, count=660}, {name=classic, count=651}, {name=harry-potter-series, count=651}, {name=own-it, count=632}, {name=favs, count=629}, {name=re-reading, count=614}, {name=scifi-fantasy, count=608}, {name=fantasia, count=607}, {name=juvenile, count=592}, {name=read-2020, count=590}, {name=children-s-literature, count=589}, {name=all-time-favourites, count=581}, {name=2020-reads, count=578}, {name=favourite, count=576}, {name=childhood-books, count=575}, {name=youth, count=571}, {name=read-in-2014, count=567}, {name=young-adult-fiction, count=565}, {name=hp, count=561}, {name=5-star, count=546}, {name=wizards, count=533}, {name=favoritos, count=527}, {name=young-adult-fantasy, count=509}, {name=children-s-lit, count=509}, {name=friendship, count=508}]","1"
"2767052","The Hunger Games (The Hunger Games, #1)","153394","Suzanne Collins","2792775","4.33","6425434","172809","3470621","1935846","750932","173488","94547","<b>Could you survive on your own in the wild, with every one out to make sure you don't live to see the morning?</b><br /><br />In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV.<br /><br />Sixteen-year-old Katniss Everdeen, who lives alone with her mother and younger sister, regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead before—and survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weight survival against humanity and life against love.","374","2008-09-14","2008-09-14","0439023483","9780439023481","Hardcover","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722975l/2767052._SX98_.jpg","Scholastic Press","73758","The Hunger Games","eng","[{name=to-read, count=1016898}, {name=currently-reading, count=59312}, {name=favorites, count=53579}, {name=young-adult, count=30814}, {name=fiction, count=17301}, {name=dystopian, count=16057}, {name=fantasy, count=13537}, {name=ya, count=13434}, {name=dystopia, count=12942}, {name=science-fiction, count=10575}, {name=books-i-own, count=8499}, {name=to-read, count=8375}, {name=sci-fi, count=7727}, {name=owned, count=7144}, {name=series, count=5961}, {name=favourites, count=4883}, {name=romance, count=3917}, {name=adventure, count=3415}, {name=hunger-games, count=3184}, {name=owned-books, count=2231}, {name=kindle, count=2117}, {name=book-club, count=2102}, {name=teen, count=1879}, {name=my-books, count=1751}, {name=post-apocalyptic, count=1638}, {name=the-hunger-games, count=1579}, {name=re-read, count=1565}, {name=favorite-books, count=1565}, {name=all-time-favorites, count=1453}, {name=5-stars, count=1448}, {name=read-in-2012, count=1425}, {name=audiobook, count=1371}, {name=action, count=1358}, {name=ya-fiction, count=1329}, {name=books, count=1271}, {name=suzanne-collins, count=1267}, {name=scifi, count=1236}, {name=audiobooks, count=1232}, {name=favorite, count=1228}, {name=sci-fi-fantasy, count=1217}, {name=survival, count=1144}, {name=novels, count=1127}, {name=ebook, count=1061}, {name=i-own, count=986}, {name=young-adult-fiction, count=959}, {name=reread, count=952}, {name=thriller, count=948}, {name=library, count=905}, {name=read-in-2011, count=878}, {name=my-library, count=871}, {name=default, count=849}, {name=my-favorites, count=849}, {name=faves, count=800}, {name=ebooks, count=787}, {name=fantasy-sci-fi, count=778}, {name=futuristic, count=717}, {name=read-2012, count=706}, {name=audio, count=702}, {name=suspense, count=659}, {name=favs, count=644}, {name=distopia, count=629}, {name=ya-books, count=622}, {name=read-in-2010, count=583}, {name=ya-fantasy, count=580}, {name=finished, count=578}, {name=favorite-series, count=567}, {name=ya-lit, count=563}, {name=action-adventure, count=561}, {name=bookshelf, count=558}, {name=shelfari-favorites, count=551}, {name=teen-fiction, count=550}, {name=own-it, count=545}, {name=english, count=544}, {name=dystopian-fiction, count=528}, {name=on-my-shelf, count=527}, {name=love-triangle, count=522}, {name=love, count=521}, {name=my-bookshelf, count=519}, {name=novel, count=516}, {name=coming-of-age, count=513}, {name=distopian, count=512}, {name=ya-dystopian, count=502}, {name=4-stars, count=499}, {name=read-more-than-once, count=477}, {name=loved, count=475}, {name=re-reads, count=471}, {name=scifi-fantasy, count=467}, {name=5-star, count=464}, {name=borrowed, count=463}, {name=speculative-fiction, count=449}, {name=favourite, count=448}, {name=contemporary, count=439}, {name=read-in-2013, count=433}, {name=read-in-2020, count=433}, {name=have, count=428}, {name=kindle-unlimited, count=424}, {name=favourite-books, count=423}, {name=to-buy, count=421}, {name=books-i-have, count=413}, {name=drama, count=413}]","1"
"41865","Twilight (Twilight, #1)","941441","Stephenie Meyer","3212258","3.6","5000459","105057","1765929","1122580","1015549","545148","551253","About three things I was absolutely positive.<br /><br />First, Edward was a vampire.<br /><br />Second, there was a part of him—and I didn't know how dominant that part might be—that thirsted for my blood.<br /><br />And third, I was unconditionally and irrevocably in love with him.<br /><br />Deeply seductive and extraordinarily suspenseful, Twilight is a love story with bite.","501","2006-09-06","2005-10-05","0316015849","9780316015844","Paperback","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039443l/41865._SX98_.jpg","Little, Brown and Company","45363","The Twilight Saga","eng","[{name=to-read, count=780984}, {name=currently-reading, count=29935}, {name=young-adult, count=19599}, {name=fantasy, count=18415}, {name=favorites, count=12681}, {name=romance, count=11541}, {name=ya, count=8123}, {name=vampires, count=7901}, {name=fiction, count=7810}, {name=paranormal, count=5969}, {name=books-i-own, count=5712}, {name=series, count=4237}, {name=owned, count=4082}, {name=vampire, count=2934}, {name=twilight, count=2853}, {name=paranormal-romance, count=2226}, {name=supernatural, count=2014}, {name=teen, count=1524}, {name=urban-fantasy, count=1511}, {name=owned-books, count=1408}, {name=my-books, count=1193}, {name=stephenie-meyer, count=1111}, {name=favourites, count=984}, {name=re-read, count=843}, {name=werewolves, count=836}, {name=ya-fiction, count=771}, {name=i-own, count=760}, {name=ya-fantasy, count=760}, {name=default, count=727}, {name=chick-lit, count=715}, {name=twilight-saga, count=652}, {name=contemporary, count=650}, {name=my-library, count=612}, {name=young-adult-fiction, count=603}, {name=books, count=592}, {name=sci-fi-fantasy, count=578}, {name=horror, count=532}, {name=love, count=532}, {name=twilight-series, count=524}, {name=novels, count=513}, {name=dnf, count=510}, {name=book-club, count=496}, {name=high-school, count=493}, {name=library, count=473}, {name=favorite, count=463}, {name=favorite-books, count=437}, {name=audiobook, count=429}, {name=fantasy-sci-fi, count=423}, {name=guilty-pleasures, count=422}, {name=teen-fiction, count=412}, {name=read-more-than-once, count=409}, {name=reread, count=408}, {name=ya-books, count=405}, {name=stephanie-meyer, count=401}, {name=5-stars, count=385}, {name=audiobooks, count=377}, {name=kindle, count=374}, {name=own-it, count=372}, {name=all-time-favorites, count=371}, {name=vamps, count=366}, {name=my-favorites, count=365}, {name=finished, count=361}, {name=bookshelf, count=355}, {name=borrowed, count=331}, {name=novel, count=326}, {name=my-bookshelf, count=324}, {name=abandoned, count=321}, {name=on-my-shelf, count=312}, {name=love-triangle, count=312}, {name=did-not-finish, count=309}, {name=shelfari-favorites, count=294}, {name=ya-lit, count=292}, {name=childhood, count=291}, {name=never-again, count=291}, {name=ya-romance, count=290}, {name=read-in-2009, count=286}, {name=science-fiction, count=286}, {name=vampire-books, count=285}, {name=read-in-2008, count=284}, {name=have, count=281}, {name=finished-series, count=280}, {name=ebook, count=278}, {name=books-i-have, count=278}, {name=guilty-pleasure, count=278}, {name=english, count=275}, {name=ya-paranormal, count=275}, {name=read-in-2020, count=273}, {name=completed-series, count=263}, {name=already-read, count=262}, {name=movies, count=261}, {name=ebooks, count=257}, {name=3-stars, count=257}, {name=sci-fi, count=255}, {name=movie, count=253}, {name=meh, count=251}, {name=re-reads, count=248}, {name=paranormal-fantasy, count=246}, {name=4-stars, count=244}, {name=fantasy-paranormal, count=241}, {name=drama, count=241}]","1"
"2654","To Kill a Mockingbird","1825","Harper Lee","3275794","4.28","4681022","93809","2460776","1385752","594707","155440","84347","The unforgettable novel of a childhood in a sleepy Southern town and the crisis of conscience that rocked it, To Kill A Mockingbird became both an instant bestseller and a critical success when it was first published in 1960. It went on to win the Pulitzer Prize in 1961 and was later made into an Academy Award-winning film, also a classic.<br /><br />Compassionate, dramatic, and deeply moving, To Kill A Mockingbird takes readers to the roots of human behavior - to innocence and experience, kindness and cruelty, love and hatred, humor and pathos. Now with over 18 million copies in print and translated into forty languages, this regional story by a young Alabama woman claims universal appeal. Harper Lee always considered her book to be a simple love story. Today it is regarded as a masterpiece of American literature.","323","2005-07-05","1960-07-11",,,"Paperback","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554368352l/2654._SX98_.jpg","Harper Perennial Modern Classics","255474","To Kill a Mockingbird","eng","[{name=to-read, count=1575827}, {name=currently-reading, count=64010}, {name=classics, count=46122}, {name=favorites, count=37328}, {name=fiction, count=23103}, {name=classic, count=7847}, {name=historical-fiction, count=6960}, {name=books-i-own, count=5031}, {name=owned, count=5019}, {name=school, count=3931}, {name=favourites, count=3648}, {name=literature, count=3024}, {name=young-adult, count=2900}, {name=historical, count=1831}, {name=novels, count=1825}, {name=book-club, count=1782}, {name=read-for-school, count=1768}, {name=owned-books, count=1479}, {name=all-time-favorites, count=1383}, {name=re-read, count=1349}, {name=school-books, count=1322}, {name=high-school, count=1307}, {name=for-school, count=1210}, {name=coming-of-age, count=1172}, {name=classic-literature, count=1055}, {name=american, count=1046}, {name=to-buy, count=1034}, {name=favorite-books, count=1028}, {name=american-literature, count=990}, {name=novel, count=967}, {name=pulitzer, count=962}, {name=adult, count=919}, {name=library, count=917}, {name=my-books, count=907}, {name=literary-fiction, count=894}, {name=ya, count=883}, {name=my-library, count=794}, {name=english, count=767}, {name=adult-fiction, count=754}, {name=favorite, count=743}, {name=audiobook, count=738}, {name=drama, count=718}, {name=1001-books, count=716}, {name=to-re-read, count=710}, {name=realistic-fiction, count=700}, {name=audiobooks, count=693}, {name=5-stars, count=672}, {name=modern-classics, count=660}, {name=pulitzer-prize, count=660}, {name=20th-century, count=637}, {name=school-reads, count=637}, {name=reread, count=625}, {name=general-fiction, count=613}, {name=default, count=569}, {name=racism, count=557}, {name=history, count=553}, {name=southern, count=547}, {name=books, count=541}, {name=read-in-school, count=539}, {name=i-own, count=515}, {name=audio, count=515}, {name=banned-books, count=515}, {name=my-favorites, count=512}, {name=classic-fiction, count=511}, {name=read-in-2015, count=510}, {name=classics-to-read, count=508}, {name=race, count=507}, {name=childhood, count=505}, {name=read-again, count=500}, {name=tbr, count=494}, {name=american-lit, count=492}, {name=kindle, count=486}, {name=must-read, count=472}, {name=faves, count=472}, {name=classic-lit, count=459}, {name=on-my-shelf, count=421}, {name=school-reading, count=419}, {name=1001, count=415}, {name=bookshelf, count=413}, {name=to-reread, count=411}, {name=shelfari-favorites, count=402}, {name=required-reading, count=402}, {name=crime, count=399}, {name=literary, count=395}, {name=usa, count=392}, {name=contemporary, count=379}, {name=favs, count=369}, {name=the-classics, count=348}, {name=own-it, count=347}, {name=ebook, count=342}, {name=clàssics, count=341}, {name=to-read-again, count=330}, {name=all-time-favourites, count=328}, {name=harper-lee, count=327}, {name=family, count=325}, {name=bookclub, count=320}, {name=my-bookshelf, count=315}, {name=female-authors, count=314}, {name=american-classics, count=310}, {name=home-library, count=303}]","1"
"4671","The Great Gatsby","3190","F. Scott Fitzgerald","245494","3.93","3920553","69950","1402927","1315225","827114","259599","115688","Alternate Cover Edition ISBN: 0743273567 (ISBN13: <a href=""https://www.goodreads.com/book/show/41733839-the-great-gatsby"" rel=""nofollow noopener"">9780743273565</a>)<br /><br />The Great Gatsby, F. Scott Fitzgerald's third book, stands as the supreme achievement of his career. This exemplary novel of the Jazz Age has been acclaimed by generations of readers. The story is of the fabulously wealthy Jay Gatsby and his new love for the beautiful Daisy Buchanan, of lavish parties on Long Island at a time when The New York Times noted ""gin was the national drink and sex the national obsession,"" it is an exquisitely crafted tale of America in the 1920s.<br /><br />The Great Gatsby is one of the great classics of twentieth-century literature.<br />(back cover)","200","2004-09-01","1925-04-10",,,"Paperback","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490528560l/4671._SX98_.jpg","Scribner",,,"eng","[{name=to-read, count=1148506}, {name=classics, count=45278}, {name=currently-reading, count=43344}, {name=favorites, count=25257}, {name=fiction, count=20973}, {name=classic, count=7192}, {name=books-i-own, count=4812}, {name=owned, count=4577}, {name=school, count=3545}, {name=historical-fiction, count=3334}, {name=literature, count=3279}, {name=romance, count=2763}, {name=favourites, count=2467}, {name=novels, count=1867}, {name=book-club, count=1654}, {name=read-for-school, count=1547}, {name=high-school, count=1483}, {name=owned-books, count=1367}, {name=american-literature, count=1321}, {name=american, count=1247}, {name=re-read, count=1221}, {name=historical, count=1205}, {name=for-school, count=1124}, {name=adult, count=1116}, {name=school-books, count=1053}, {name=classic-literature, count=1012}, {name=novel, count=956}, {name=literary-fiction, count=901}, {name=adult-fiction, count=819}, {name=kindle, count=817}, {name=library, count=807}, {name=audiobook, count=798}, {name=20th-century, count=773}, {name=audiobooks, count=769}, {name=all-time-favorites, count=754}, {name=my-books, count=744}, {name=english, count=724}, {name=my-library, count=719}, {name=to-buy, count=702}, {name=1001-books, count=693}, {name=favorite-books, count=658}, {name=reread, count=626}, {name=read-in-2013, count=604}, {name=modern-classics, count=593}, {name=american-lit, count=588}, {name=to-re-read, count=587}, {name=drama, count=560}, {name=school-reads, count=546}, {name=classic-fiction, count=537}, {name=general-fiction, count=529}, {name=1920s, count=526}, {name=classics-to-read, count=515}, {name=young-adult, count=513}, {name=classic-lit, count=478}, {name=books, count=470}, {name=default, count=469}, {name=i-own, count=464}, {name=read-in-school, count=458}, {name=ebook, count=443}, {name=usa, count=442}, {name=tbr, count=430}, {name=to-reread, count=428}, {name=realistic-fiction, count=421}, {name=clàssics, count=414}, {name=audio, count=411}, {name=literary, count=406}, {name=1001, count=400}, {name=read-in-english, count=393}, {name=bookshelf, count=378}, {name=on-my-shelf, count=377}, {name=new-york, count=377}, {name=school-reading, count=364}, {name=required-reading, count=354}, {name=classici, count=353}, {name=rory-gilmore-reading-challenge, count=346}, {name=the-classics, count=345}, {name=favorite, count=341}, {name=read-again, count=335}, {name=my-bookshelf, count=334}, {name=ebooks, count=330}, {name=american-classics, count=327}, {name=dnf, count=322}, {name=5-stars, count=321}, {name=f-scott-fitzgerald, count=306}, {name=bookclub, count=303}, {name=own-it, count=301}, {name=america, count=296}, {name=1001-books-to-read-before-you-die, count=294}, {name=faves, count=293}, {name=great-american-read, count=284}, {name=read-in-2014, count=284}, {name=classics-read, count=277}, {name=my-favorites, count=276}, {name=read-in-2020, count=274}, {name=lit, count=274}, {name=banned-books, count=268}, {name=read-in-high-school, count=266}, {name=4-stars, count=265}, {name=re-reads, count=263}, {name=stand-alone, count=263}]","1"
"11870085","The Fault in Our Stars","1406384","John Green","16827462","4.2","3587357","156027","1800062","1033275","519243","152595","82182","Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.<br /><br />Insightful, bold, irreverent, and raw, The Fault in Our Stars is award-winning author John Green's most ambitious and heartbreaking work yet, brilliantly exploring the funny, thrilling, and tragic business of being alive and in love.","313","2012-01-10","2012-01-10",,,"Hardcover","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206420l/11870085._SX98_.jpg","Dutton Books",,,"eng","[{name=to-read, count=1288171}, {name=currently-reading, count=56344}, {name=favorites, count=34958}, {name=young-adult, count=21014}, {name=romance, count=10797}, {name=fiction, count=10730}, {name=ya, count=10055}, {name=contemporary, count=7161}, {name=books-i-own, count=6868}, {name=owned, count=5113}, {name=favourites, count=3352}, {name=realistic-fiction, count=2410}, {name=book-club, count=2347}, {name=john-green, count=2081}, {name=owned-books, count=1879}, {name=read-in-2014, count=1729}, {name=my-books, count=1448}, {name=made-me-cry, count=1424}, {name=kindle, count=1284}, {name=teen, count=1256}, {name=read-in-2013, count=1153}, {name=ya-fiction, count=1095}, {name=favorite-books, count=1093}, {name=coming-of-age, count=992}, {name=books, count=961}, {name=novels, count=924}, {name=drama, count=920}, {name=read-in-2012, count=893}, {name=5-stars, count=880}, {name=all-time-favorites, count=864}, {name=cancer, count=845}, {name=love, count=841}, {name=read-2014, count=838}, {name=death, count=829}, {name=favorite, count=820}, {name=library, count=778}, {name=ebook, count=763}, {name=contemporary-fiction, count=760}, {name=audiobook, count=743}, {name=i-own, count=720}, {name=young-adult-fiction, count=709}, {name=re-read, count=703}, {name=audiobooks, count=661}, {name=ya-contemporary, count=638}, {name=stand-alone, count=637}, {name=my-library, count=600}, {name=english, count=593}, {name=ebooks, count=568}, {name=read-2013, count=544}, {name=2014-reads, count=535}, {name=faves, count=529}, {name=read-in-english, count=526}, {name=the-fault-in-our-stars, count=497}, {name=sad, count=496}, {name=bookshelf, count=495}, {name=to-buy, count=489}, {name=on-my-shelf, count=470}, {name=ya-books, count=467}, {name=tear-jerker, count=466}, {name=my-favorites, count=465}, {name=humor, count=457}, {name=novel, count=454}, {name=audio, count=445}, {name=ya-lit, count=444}, {name=finished, count=434}, {name=realistic, count=434}, {name=favs, count=429}, {name=books-that-made-me-cry, count=424}, {name=my-bookshelf, count=418}, {name=friendship, count=416}, {name=teen-fiction, count=415}, {name=high-school, count=388}, {name=reread, count=382}, {name=2013-reads, count=379}, {name=reviewed, count=375}, {name=dnf, count=369}, {name=books-i-have, count=352}, {name=ya-romance, count=348}, {name=favourite-books, count=348}, {name=must-read, count=346}, {name=2014-books, count=344}, {name=want-to-read, count=342}, {name=contemporary-romance, count=336}, {name=default, count=335}, {name=4-stars, count=331}, {name=chick-lit, count=329}, {name=favourite, count=327}, {name=bookclub, count=325}, {name=own-it, count=324}, {name=illness, count=322}, {name=standalone, count=317}, {name=loved, count=313}, {name=read-in-2015, count=309}, {name=on-my-bookshelf, count=308}, {name=have, count=307}, {name=borrowed, count=306}, {name=read-2012, count=305}, {name=love-story, count=304}, {name=general-fiction, count=301}, {name=e-book, count=300}]","1"
"5470","1984","3706","George Orwell","153313","4.19","3299115","73826","1555672","1075531","473058","127175","67679","The year 1984 has come and gone, but George Orwell's prophetic, nightmarish vision in 1949 of the world we were becoming is timelier than ever. <i>1984</i> is still the great modern classic of ""negative utopia""—a startlingly original and haunting novel that creates an imaginary world that is completely convincing, from the first sentence to the last four words. No one can deny the novel's hold on the imaginations of whole generations, or the power of its admonitions—a power that seems to grow, not lessen, with the passage of time.","328","1950-07-01","1949-06-08",,,"Mass Market Paperback","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348990566l/5470._SX98_.jpg","New American Library",,,"eng","[{name=to-read, count=1474272}, {name=currently-reading, count=127541}, {name=classics, count=36276}, {name=favorites, count=25643}, {name=fiction, count=22623}, {name=science-fiction, count=10531}, {name=dystopia, count=8742}, {name=dystopian, count=7806}, {name=sci-fi, count=7605}, {name=classic, count=5852}, {name=owned, count=5558}, {name=books-i-own, count=4075}, {name=literature, count=2984}, {name=favourites, count=2913}, {name=novels, count=2215}, {name=politics, count=2068}, {name=school, count=1811}, {name=owned-books, count=1336}, {name=scifi, count=1307}, {name=novel, count=1168}, {name=fantasy, count=1092}, {name=adult, count=1066}, {name=to-buy, count=1004}, {name=english, count=982}, {name=library, count=945}, {name=book-club, count=937}, {name=audiobook, count=915}, {name=philosophy, count=898}, {name=re-read, count=882}, {name=kindle, count=839}, {name=audiobooks, count=802}, {name=high-school, count=781}, {name=read-for-school, count=780}, {name=political, count=780}, {name=my-library, count=761}, {name=sci-fi-fantasy, count=750}, {name=classic-literature, count=744}, {name=british, count=733}, {name=default, count=724}, {name=my-books, count=689}, {name=classics-to-read, count=679}, {name=modern-classics, count=655}, {name=20th-century, count=654}, {name=1001-books, count=649}, {name=adult-fiction, count=645}, {name=tbr, count=620}, {name=dnf, count=604}, {name=distopia, count=559}, {name=sf, count=554}, {name=school-books, count=554}, {name=books, count=553}, {name=to-re-read, count=546}, {name=for-school, count=546}, {name=george-orwell, count=538}, {name=literary-fiction, count=530}, {name=favorite, count=527}, {name=ebook, count=516}, {name=all-time-favorites, count=516}, {name=speculative-fiction, count=511}, {name=must-read, count=477}, {name=dystopian-fiction, count=475}, {name=british-literature, count=473}, {name=favorite-books, count=461}, {name=audio, count=455}, {name=classic-fiction, count=454}, {name=i-own, count=453}, {name=bookshelf, count=451}, {name=rory-gilmore-reading-challenge, count=449}, {name=english-literature, count=433}, {name=kindle-unlimited, count=424}, {name=1001, count=413}, {name=abandoned, count=397}, {name=dystopias, count=393}, {name=5-stars, count=393}, {name=reread, count=387}, {name=on-my-shelf, count=382}, {name=banned-books, count=377}, {name=did-not-finish, count=370}, {name=to-reread, count=365}, {name=روايات, count=364}, {name=general-fiction, count=360}, {name=classic-lit, count=349}, {name=read-again, count=342}, {name=favoritos, count=335}, {name=ebooks, count=334}, {name=on-hold, count=329}, {name=classici, count=323}, {name=unfinished, count=314}, {name=read-in-2017, count=314}, {name=scifi-fantasy, count=311}, {name=favourite, count=302}, {name=horror, count=302}, {name=literary, count=292}, {name=my-bookshelf, count=291}, {name=faves, count=291}, {name=great-american-read, count=288}, {name=audible, count=286}, {name=read-in-english, count=285}, {name=satire, count=282}, {name=england, count=282}]","1"
